"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
172,"SU","Suncor Energy, Inc","Energy","Oil & Gas Integrated","Canada",53156.20,14.49,44.25,-1.16%,6441353
173,"E","Eni Spa ADR","Energy","Oil & Gas Integrated","Italy",54766.42,18.97,37.21,-2.26%,228846
174,"PSX","Phillips 66","Energy","Oil & Gas Refining & Marketing","USA",56151.09,38.08,139.36,-0.04%,2346077
175,"TRP","TC Energy Corporation","Energy","Oil & Gas Midstream","Canada",56806.35,23.45,54.59,-0.40%,1155016
176,"MPLX","MPLX LP","Energy","Oil & Gas Midstream","USA",56813.26,11.84,55.86,-0.04%,1161270
177,"MPC","Marathon Petroleum Corp","Energy","Oil & Gas Refining & Marketing","USA",57273.79,20.32,190.53,0.20%,1441766
178,"SLB","SLB Ltd","Energy","Oil & Gas Equipment & Services","USA",57456.30,14.86,38.46,0.89%,12579709
179,"ET","Energy Transfer LP","Energy","Oil & Gas Midstream","USA",57680.89,13.45,16.80,0.00%,15588242
180,"EQNR","Equinor ASA ADR","Energy","Oil & Gas Integrated","Norway",58277.58,10.92,22.99,-1.63%,3027787
181,"EOG","EOG Resources, Inc","Energy","Oil & Gas E&P","USA",60863.27,11.17,112.17,0.01%,3128796
182,"KMI","Kinder Morgan Inc","Energy","Oil & Gas Midstream","USA",61781.60,22.77,27.77,-0.25%,14290859
183,"EPD","Enterprise Products Partners L P","Energy","Oil & Gas Midstream","USA",70545.90,12.34,32.61,0.00%,2439297
184,"CNQ","Canadian Natural Resources Ltd","Energy","Oil & Gas E&P","Canada",72200.59,15.40,34.66,0.58%,4383916
185,"WMB","Williams Cos Inc","Energy","Oil & Gas Midstream","USA",76704.76,32.50,62.81,-1.34%,7579057
186,"BP","BP plc ADR","Energy","Oil & Gas Integrated","United Kingdom",91468.98,61.06,35.83,-3.76%,12361992
187,"ENB","Enbridge Inc","Energy","Oil & Gas Midstream","Canada",104897.76,26.35,48.09,-0.10%,4736554
188,"COP","Conoco Phillips","Energy","Oil & Gas E&P","USA",115774.45,13.25,93.69,0.61%,9873734
189,"TTE","TotalEnergies SE ADR","Energy","Oil & Gas Integrated","France",140429.94,10.34,64.82,-2.94%,2162519
190,"SHEL","Shell Plc ADR","Energy","Oil & Gas Integrated","United Kingdom",209040.05,14.97,73.01,-2.00%,4610019
191,"CVX","Chevron Corp","Energy","Oil & Gas Integrated","USA",302028.24,21.18,150.00,-1.48%,12659762
192,"XOM","Exxon Mobil Corp","Energy","Oil & Gas Integrated","USA",491468.47,16.93,116.54,-0.51%,12516864
193,"STAK","Stak Inc","Energy","Oil & Gas Equipment & Services","USA",,,0.47,2.39%,31839
