"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
70,"AEE","Ameren Corp","Utilities","Utilities - Regulated Electric","USA",27011.62,19.21,99.86,-0.98%,2221751
71,"DTE","DTE Energy Co","Utilities","Utilities - Regulated Electric","USA",27254.24,19.66,131.23,-0.70%,1579968
72,"ATO","Atmos Energy Corp","Utilities","Utilities - Regulated Gas","USA",27696.45,22.94,171.29,0.20%,939141
73,"NRG","NRG Energy Inc","Utilities","Utilities - Independent Power Producers","USA",31237.22,23.82,163.00,-3.76%,1864827
74,"PCG","PG&E Corp","Utilities","Utilities - Regulated Electric","USA",33320.32,12.92,15.16,-1.11%,18867399
75,"WEC","WEC Energy Group Inc","Utilities","Utilities - Regulated Electric","USA",34386.85,19.98,105.71,-0.54%,2530575
76,"ED","Consolidated Edison, Inc","Utilities","Utilities - Regulated Electric","USA",34866.38,16.88,96.60,0.39%,1775844
77,"PEG","Public Service Enterprise Group Inc","Utilities","Utilities - Regulated Electric","USA",39717.68,19.12,79.57,-1.49%,4567794
78,"ETR","Entergy Corp","Utilities","Utilities - Regulated Electric","USA",42078.36,23.25,94.22,-0.25%,3317394
79,"EXC","Exelon Corp","Utilities","Utilities - Regulated Electric","USA",44260.82,15.68,43.81,-0.23%,7619776
80,"XEL","Xcel Energy, Inc","Utilities","Utilities - Regulated Electric","USA",45655.04,23.54,77.18,-0.76%,3563149
81,"D","Dominion Energy Inc","Utilities","Utilities - Regulated Electric","USA",49945.39,19.90,58.49,-2.26%,7138364
82,"VST","Vistra Corp","Utilities","Utilities - Independent Power Producers","USA",56641.46,59.72,167.17,-5.05%,4524250
83,"SRE","Sempra","Utilities","Utilities - Diversified","USA",59172.11,27.92,90.66,0.66%,3395037
84,"AEP","American Electric Power Company Inc","Utilities","Utilities - Regulated Electric","USA",62777.47,17.20,117.54,-0.42%,3166401
85,"NGG","National Grid Plc ADR","Utilities","Utilities - Regulated Electric","United Kingdom",74830.10,20.05,75.41,-0.66%,433995
86,"DUK","Duke Energy Corp","Utilities","Utilities - Regulated Electric","USA",90613.09,18.32,116.52,-1.23%,3983086
87,"SO","Southern Company","Utilities","Utilities - Regulated Electric","USA",95003.33,21.45,86.28,-1.20%,7255576
88,"CEG","Constellation Energy Corporation","Utilities","Utilities - Independent Power Producers","USA",112368.23,41.21,359.82,-2.39%,2018171
89,"NEE","NextEra Energy Inc","Utilities","Utilities - Regulated Electric","USA",173127.33,26.40,83.13,-0.31%,8194564
