"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
111,"DPRO","Draganfly Inc","Industrials","Aerospace & Defense","Canada",178.40,,7.67,-7.26%,1848316
112,"ISSC","Innovative Solutions And Support Inc","Industrials","Aerospace & Defense","USA",180.25,15.41,10.22,2.40%,333898
113,"TGEN","Tecogen Inc","Industrials","Electrical Equipment & Parts","USA",209.22,,7.01,-3.97%,316382
114,"JELD","JELD-WEN Holding Inc","Industrials","Building Products & Equipment","USA",222.97,,2.61,0.00%,889073
115,"DSX","Diana Shipping Inc","Industrials","Marine Shipping","Greece",223.44,11.84,1.93,-1.53%,606596
116,"POWW","Outdoor Holding Co","Industrials","Aerospace & Defense","USA",226.02,,1.93,-0.52%,469801
117,"SHMD","SCHMID Group N.V","Industrials","Specialty Industrial Machinery","Germany",227.37,,4.67,-8.79%,94863
118,"SATL","Satellogic Inc","Industrials","Aerospace & Defense","USA",228.94,,1.69,-3.43%,1804082
119,"MAGH","Magnitude International Ltd","Industrials","Engineering & Construction","Singapore",236.60,,6.76,0.00%,0
120,"NVX","Novonix Limited ADR","Industrials","Electrical Equipment & Parts","Australia",237.31,,1.13,-0.88%,1163259
121,"ELVA","Electrovaya, Inc","Industrials","Electrical Equipment & Parts","Canada",254.65,192.11,5.36,1.90%,681503
122,"PESI","Perma-Fix Environmental Services, Inc","Industrials","Waste Management","USA",258.88,,13.98,0.79%,71398
