"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
158,"CYD","China Yuchai International","Consumer Cyclical","Auto Manufacturers","Singapore",1303.76,21.23,34.75,-2.09%,217021
159,"LUXE","LuxExperience B.V. ADR","Consumer Cyclical","Luxury Goods","Germany",1335.54,2.24,9.73,0.21%,258721
160,"PZZA","Papa John's International, Inc","Consumer Cyclical","Restaurants","USA",1349.61,36.30,41.16,-2.83%,504752
161,"TRS","Trimas Corporation","Consumer Cyclical","Packaging & Containers","USA",1360.82,31.13,33.48,2.32%,989332
162,"XPEL","XPEL Inc","Consumer Cyclical","Auto Parts","USA",1361.23,29.19,49.18,0.18%,175699
163,"PSNY","Polestar Automotive Holding UK PLC ADR","Consumer Cyclical","Auto Manufacturers","Sweden",1367.93,,0.60,-5.17%,1939836
164,"SVV","Savers Value Village Inc","Consumer Cyclical","Specialty Retail","USA",1399.80,,8.96,0.34%,941752
165,"ACVA","ACV Auctions Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",1403.20,,8.15,3.30%,3299691
166,"MBC","MasterBrand Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1412.32,17.48,11.14,-0.71%,1613028
167,"AIN","Albany International Corp","Consumer Cyclical","Textile Manufacturing","USA",1423.81,,49.61,2.02%,462231
168,"WWW","Wolverine World Wide, Inc","Consumer Cyclical","Footwear & Accessories","USA",1427.06,16.60,17.41,0.81%,1367780
169,"NEGG","Newegg Commerce Inc","Consumer Cyclical","Internet Retail","USA",1436.50,,74.06,-5.05%,146721
170,"ADNT","Adient plc","Consumer Cyclical","Auto Parts","USA",1465.89,,18.52,-2.37%,968000
171,"ARHS","Arhaus Inc","Consumer Cyclical","Specialty Retail","USA",1486.81,20.24,10.54,0.09%,726301
172,"JMIA","Jumia Technologies Ag ADR","Consumer Cyclical","Internet Retail","Germany",1490.34,,12.17,-0.25%,2257203
173,"LEG","Leggett & Platt, Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1512.82,6.95,11.17,-2.02%,1921450
174,"SBH","Sally Beauty Holdings Inc","Consumer Cyclical","Specialty Retail","USA",1523.89,8.27,15.63,0.58%,1343536
175,"ARCO","Arcos Dorados Holdings Inc","Consumer Cyclical","Restaurants","USA",1561.01,6.36,7.41,-2.88%,1239235
176,"FUN","Six Flags Entertainment Corp","Consumer Cyclical","Leisure","USA",1587.06,,15.64,2.09%,1864909
177,"LZB","La-Z-Boy Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1593.45,17.82,38.63,-0.82%,422500
178,"TILE","Interface Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1595.23,14.25,27.32,-1.73%,349344
179,"WEN","Wendy's Co","Consumer Cyclical","Restaurants","USA",1606.47,8.94,8.44,-1.17%,6147663
180,"REAL","Therealreal Inc","Consumer Cyclical","Luxury Goods","USA",1631.23,,13.98,-1.62%,2230922
181,"MCW","Mister Car Wash Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",1719.73,18.90,5.25,0.00%,833945
182,"SHCO","Soho House & Co Inc","Consumer Cyclical","Lodging","United Kingdom",1722.95,,8.81,-0.23%,993215
183,"CHA","Chagee Holdings Ltd. ADR","Consumer Cyclical","Restaurants","China",1724.52,16.15,14.58,-0.14%,1567680
184,"DFH","Dream Finders Homes Inc","Consumer Cyclical","Residential Construction","USA",1743.79,6.83,18.80,-1.67%,329433
185,"TRIP","TripAdvisor Inc","Consumer Cyclical","Travel Services","USA",1791.04,24.18,15.32,1.86%,1404395
186,"PENN","PENN Entertainment Inc","Consumer Cyclical","Resorts & Casinos","USA",1836.26,,13.82,-3.29%,3608121
187,"RVLV","Revolve Group Inc","Consumer Cyclical","Internet Retail","USA",1852.55,33.73,25.97,0.04%,919733
188,"SCS","Steelcase, Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1853.55,20.34,16.14,-0.55%,533452
189,"HNI","HNI Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1875.92,13.72,40.92,-0.63%,558190
190,"FIGS","Figs Inc","Consumer Cyclical","Apparel Manufacturing","USA",1880.22,115.11,11.43,3.07%,2960305
191,"UA","Under Armour Inc","Consumer Cyclical","Apparel Manufacturing","USA",1886.57,,4.34,-0.23%,3066290
192,"UAA","Under Armour Inc","Consumer Cyclical","Apparel Manufacturing","USA",1886.57,,4.55,0.44%,6214017
193,"VAC","Marriott Vacations Worldwide Corp","Consumer Cyclical","Resorts & Casinos","USA",1906.54,12.31,55.08,0.62%,678933
194,"PRKS","United Parks & Resorts Inc","Consumer Cyclical","Leisure","USA",1938.18,10.88,35.53,-1.50%,547426
195,"OSW","OneSpaWorld Holdings Limited","Consumer Cyclical","Leisure","Bahamas",2042.11,28.25,20.03,0.10%,536147
196,"PHIN","PHINIA Inc","Consumer Cyclical","Auto Parts","USA",2091.67,24.56,54.41,0.24%,294527
197,"SBET","SharpLink Gaming Inc","Consumer Cyclical","Gambling","USA",2108.55,,10.72,-3.94%,7010097
198,"MODG","Topgolf Callaway Brands Corp","Consumer Cyclical","Leisure","USA",2116.50,,11.51,-2.54%,3035858
199,"SAH","Sonic Automotive, Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",2199.70,17.39,64.37,-0.82%,104644
200,"OI","O-I Glass Inc","Consumer Cyclical","Packaging & Containers","USA",2214.83,,14.42,3.89%,2135812
201,"HBI","Hanesbrands Inc","Consumer Cyclical","Apparel Manufacturing","USA",2289.10,5.77,6.47,0.00%,0
202,"EYE","National Vision Holdings Inc","Consumer Cyclical","Specialty Retail","USA",2322.18,,29.28,4.01%,1407479
203,"AMBP","Ardagh Metal Packaging S.A","Consumer Cyclical","Packaging & Containers","Luxembourg",2337.01,,3.91,0.77%,892479
204,"CAKE","Cheesecake Factory Inc","Consumer Cyclical","Restaurants","USA",2341.56,14.27,46.98,-1.67%,790991
205,"MSGE","Madison Square Garden Entertainment Corp","Consumer Cyclical","Leisure","USA",2446.14,73.90,51.79,0.52%,318396
206,"DAN","Dana Inc","Consumer Cyclical","Auto Parts","USA",2453.58,47.53,21.00,-4.15%,1662327
207,"GT","Goodyear Tire & Rubber Co","Consumer Cyclical","Auto Parts","USA",2455.26,,8.58,1.30%,4831589
208,"DRVN","Driven Brands Holdings Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",2466.81,,15.00,-2.22%,1741790
209,"KSS","Kohl's Corp","Consumer Cyclical","Department Stores","USA",2585.96,13.52,23.05,2.08%,5500259
210,"HSAI","Hesai Group ADR","Consumer Cyclical","Auto Parts","China",2595.71,46.20,20.10,0.55%,1600554
211,"PTON","Peloton Interactive Inc","Consumer Cyclical","Leisure","USA",2682.32,,6.42,-2.13%,6230176
212,"VC","Visteon Corp","Consumer Cyclical","Auto Parts","USA",2714.40,8.93,99.48,-1.08%,268623
213,"HOG","Harley-Davidson, Inc","Consumer Cyclical","Recreational Vehicles","USA",2759.79,5.67,23.36,-1.56%,2544268
214,"LCII","LCI Industries","Consumer Cyclical","Recreational Vehicles","USA",2774.54,16.01,114.66,-0.30%,290619
215,"KAR","Openlane Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",2777.72,29.82,26.14,1.48%,641900
216,"BRSL","Brightstar Lottery PLC","Consumer Cyclical","Gambling","United Kingdom",2837.62,13.43,14.98,-0.79%,1525881
217,"BKE","Buckle, Inc","Consumer Cyclical","Apparel Retail","USA",2856.07,13.71,55.83,-1.08%,631193
218,"GRBK","Green Brick Partners Inc","Consumer Cyclical","Residential Construction","USA",2863.97,8.65,65.74,-0.71%,160026
219,"TPH","Tri Pointe Homes Inc","Consumer Cyclical","Residential Construction","USA",2884.60,9.91,33.56,-0.36%,639889
220,"COLM","Columbia Sportswear Co","Consumer Cyclical","Apparel Manufacturing","USA",2969.82,16.58,55.11,1.10%,493577
221,"RH","RH","Consumer Cyclical","Specialty Retail","USA",3019.08,29.96,161.06,0.70%,643547
222,"AAP","Advance Auto Parts Inc","Consumer Cyclical","Auto Parts","USA",3149.37,,52.47,-0.06%,1103700
223,"SHOO","Steven Madden Ltd","Consumer Cyclical","Footwear & Accessories","USA",3188.23,55.73,43.88,1.83%,875716
224,"GEF","Greif Inc","Consumer Cyclical","Packaging & Containers","USA",3207.69,73.50,65.45,0.18%,197664
225,"CPRI","Capri Holdings Ltd","Consumer Cyclical","Luxury Goods","United Kingdom",3221.63,,27.04,-2.24%,1802948
226,"GTX","Garrett Motion Inc","Consumer Cyclical","Auto Parts","Switzerland",3222.58,10.53,16.57,-1.07%,1218960
227,"SHAK","Shake Shack Inc","Consumer Cyclical","Restaurants","USA",3330.97,76.65,78.03,-2.61%,2811596
228,"ASO","Academy Sports and Outdoors Inc","Consumer Cyclical","Specialty Retail","USA",3346.60,9.41,50.23,1.91%,1769779
229,"YETI","YETI Holdings Inc","Consumer Cyclical","Leisure","USA",3373.76,22.56,43.36,2.24%,2072237
230,"SIG","Signet Jewelers Ltd","Consumer Cyclical","Luxury Goods","Bermuda",3398.76,24.81,83.00,-2.38%,1222735
231,"CARG","CarGurus Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",3421.04,24.29,35.84,-0.06%,1066121
232,"MLCO","Melco Resorts & Entertainment Ltd ADR","Consumer Cyclical","Resorts & Casinos","Hong Kong",3429.99,33.41,8.78,-0.57%,979655
233,"CUK","Carnival plc ADR","Consumer Cyclical","Travel Services","United Kingdom",3471.34,12.41,23.84,0.42%,1501189
234,"MHO","MI Homes Inc","Consumer Cyclical","Residential Construction","USA",3492.92,7.84,133.58,-0.70%,118779
235,"PATK","Patrick Industries, Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",3571.19,30.67,107.32,0.33%,196019
236,"HGV","Hilton Grand Vacations Inc","Consumer Cyclical","Resorts & Casinos","USA",3623.61,74.06,42.36,0.05%,971371
237,"PVH","PVH Corp","Consumer Cyclical","Apparel Manufacturing","USA",3776.92,11.77,78.49,1.72%,1421300
238,"PII","Polaris Inc","Consumer Cyclical","Recreational Vehicles","USA",3793.95,,67.45,2.63%,1285035
239,"FTDR","Frontdoor Inc","Consumer Cyclical","Personal Services","USA",3827.05,15.10,53.07,-0.39%,647097
240,"BBWI","Bath & Body Works Inc","Consumer Cyclical","Specialty Retail","USA",3854.91,5.79,18.83,-0.95%,6243890
241,"DORM","Dorman Products Inc","Consumer Cyclical","Auto Parts","USA",3870.15,15.76,126.63,0.21%,205433
242,"VVV","Valvoline Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",3878.31,18.64,30.50,-0.59%,4705243
243,"AEO","American Eagle Outfitters Inc","Consumer Cyclical","Apparel Retail","USA",3910.03,19.90,23.09,-4.51%,13488236
244,"VSCO","Victoria's Secret & Co","Consumer Cyclical","Apparel Retail","USA",3932.07,24.05,49.05,17.99%,12135116
245,"CHH","Choice Hotels International, Inc","Consumer Cyclical","Lodging","USA",3968.34,10.52,85.76,-2.39%,1290811
246,"SON","Sonoco Products Co","Consumer Cyclical","Packaging & Containers","USA",4086.37,4271.13,41.43,0.34%,725638
247,"SLGN","Silgan Holdings Inc","Consumer Cyclical","Packaging & Containers","USA",4088.30,13.14,38.69,0.34%,862948
248,"KBH","KB Home","Consumer Cyclical","Residential Construction","USA",4101.55,8.88,63.33,-1.34%,819936
249,"GBTG","Global Business Travel Group Inc","Consumer Cyclical","Travel Services","USA",4146.33,353.57,7.92,0.51%,1496488
250,"RSI","Rush Street Interactive Inc","Consumer Cyclical","Gambling","USA",4216.61,73.37,18.38,-1.45%,834037
251,"KTB","Kontoor Brands Inc","Consumer Cyclical","Apparel Manufacturing","USA",4236.23,19.61,76.20,0.90%,470710
252,"ATMU","Atmus Filtration Technologies Inc","Consumer Cyclical","Auto Parts","USA",4258.78,21.75,52.25,-1.21%,972229
253,"WHR","Whirlpool Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",4270.67,,76.06,-4.81%,1455357
254,"RUSHA","Rush Enterprises Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",4281.12,16.31,54.92,0.46%,245184
255,"LCID","Lucid Group Inc","Consumer Cyclical","Auto Manufacturers","USA",4350.34,,13.42,-5.16%,9045707
256,"ZGN","Ermenegildo Zegna N.V","Consumer Cyclical","Apparel Manufacturing","Italy",4352.51,26.27,10.64,0.28%,427907
257,"ALH","Alliance Laundry Holdings Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",4376.36,,22.17,-1.86%,1205941
258,"TNL","Travel+Leisure Co","Consumer Cyclical","Travel Services","USA",4408.21,11.27,68.53,0.34%,706051
259,"ANF","Abercrombie & Fitch Co","Consumer Cyclical","Apparel Retail","USA",4465.51,9.10,94.87,-0.83%,1910998
260,"BC","Brunswick Corp","Consumer Cyclical","Recreational Vehicles","USA",4553.21,,70.01,0.40%,756842
261,"CROX","Crocs Inc","Consumer Cyclical","Footwear & Accessories","USA",4656.83,29.25,89.70,1.65%,1369975
262,"GPK","Graphic Packaging Holding Co","Consumer Cyclical","Packaging & Containers","USA",4719.02,9.42,15.99,1.20%,8190582
263,"CZR","Caesars Entertainment Inc","Consumer Cyclical","Resorts & Casinos","USA",4743.47,,23.24,1.31%,4383993
264,"SKY","Champion Homes Inc","Consumer Cyclical","Residential Construction","USA",4769.18,22.22,85.38,2.25%,565253
265,"ATAT","Atour Lifestyle Holdings Ltd ADR","Consumer Cyclical","Lodging","China",4873.59,29.39,42.89,0.37%,1118574
266,"GOLF","Acushnet Holdings Corp","Consumer Cyclical","Leisure","USA",4904.09,22.86,83.60,-0.36%,189075
267,"REYN","Reynolds Consumer Products Inc","Consumer Cyclical","Packaging & Containers","USA",5050.01,16.63,24.01,-0.58%,664249
268,"GNTX","Gentex Corp","Consumer Cyclical","Auto Parts","USA",5083.85,13.74,23.22,0.43%,2403465
269,"MTH","Meritage Homes Corp","Consumer Cyclical","Residential Construction","USA",5085.48,9.64,72.23,-0.41%,590994
270,"GPI","Group 1 Automotive, Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",5105.42,14.22,404.21,-1.01%,258092
271,"MTN","Vail Resorts Inc","Consumer Cyclical","Resorts & Casinos","USA",5190.21,19.49,144.36,2.06%,679081
272,"ETSY","Etsy Inc","Consumer Cyclical","Internet Retail","USA",5257.08,37.23,53.26,2.05%,4004751
273,"HRB","H&R Block Inc","Consumer Cyclical","Personal Services","USA",5323.77,9.46,42.11,0.10%,1400840
274,"THO","Thor Industries, Inc","Consumer Cyclical","Recreational Vehicles","USA",5328.25,19.07,100.84,-1.17%,1083904
275,"WH","Wyndham Hotels & Resorts Inc","Consumer Cyclical","Lodging","USA",5448.81,16.61,72.12,-0.30%,1032712
276,"LEA","Lear Corp","Consumer Cyclical","Auto Parts","USA",5590.57,13.19,107.78,-1.06%,473177
277,"SGHC","Super Group (SGHC) Limited","Consumer Cyclical","Gambling","United Kingdom",5631.07,25.86,11.23,0.81%,2210897
278,"KMX","Carmax Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",5700.52,11.40,38.82,-0.21%,3234041
279,"BFAM","Bright Horizons Family Solutions, Inc","Consumer Cyclical","Personal Services","USA",5832.97,29.70,103.14,-0.82%,1237832
280,"MNSO","MINISO Group Holding Ltd ADR","Consumer Cyclical","Specialty Retail","China",5835.48,19.94,19.28,0.36%,403341
281,"LTH","Life Time Group Holdings Inc","Consumer Cyclical","Leisure","USA",5889.88,20.83,26.71,0.53%,1766591
282,"RRR","Red Rock Resorts Inc","Consumer Cyclical","Resorts & Casinos","USA",5952.25,19.92,56.23,-0.18%,382963
283,"TMHC","Taylor Morrison Home Corp","Consumer Cyclical","Residential Construction","USA",6101.95,7.52,62.44,-0.45%,728776
284,"M","Macy's Inc","Consumer Cyclical","Department Stores","USA",6135.36,13.43,22.85,2.37%,9602578
285,"SEE","Sealed Air Corp","Consumer Cyclical","Packaging & Containers","USA",6140.98,15.52,41.74,-1.28%,4416407
286,"BOOT","Boot Barn Holdings Inc","Consumer Cyclical","Apparel Retail","USA",6163.18,29.91,202.18,2.01%,414256
287,"CAVA","Cava Group Inc","Consumer Cyclical","Restaurants","USA",6190.18,46.00,53.37,-2.04%,3448034
288,"EAT","Brinker International, Inc","Consumer Cyclical","Restaurants","USA",6240.36,14.56,140.45,-1.26%,1095974
289,"BYD","Boyd Gaming Corp","Consumer Cyclical","Resorts & Casinos","USA",6318.54,3.54,80.88,-0.60%,429378
290,"MAT","Mattel, Inc","Consumer Cyclical","Leisure","USA",6573.92,15.85,21.15,0.09%,2989794
291,"ZK","ZEEKR Intelligent Technology Holding Ltd. ADR","Consumer Cyclical","Auto Manufacturers","China",6747.65,,26.66,-0.49%,236212
292,"URBN","Urban Outfitters, Inc","Consumer Cyclical","Apparel Retail","USA",6789.24,14.30,75.69,-0.04%,1585054
293,"FND","Floor & Decor Holdings Inc","Consumer Cyclical","Home Improvement Retail","USA",6840.36,31.74,63.48,-2.26%,2506752
294,"MHK","Mohawk Industries, Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",6843.01,16.48,110.69,-1.13%,1127551
295,"GLBE","Global E Online Ltd","Consumer Cyclical","Internet Retail","Israel",6889.24,1019.05,40.66,0.07%,973578
296,"MMYT","MakeMyTrip Ltd","Consumer Cyclical","Travel Services","India",7011.41,113.13,73.69,-1.54%,580398
297,"WING","Wingstop Inc","Consumer Cyclical","Restaurants","USA",7156.78,42.05,257.56,-2.03%,907354
298,"IBP","Installed Building Products Inc","Consumer Cyclical","Residential Construction","USA",7274.75,28.87,268.19,0.00%,175194
299,"MUSA","Murphy USA Inc","Consumer Cyclical","Specialty Retail","USA",7357.02,16.56,392.70,-1.33%,174712
300,"VFC","VF Corp","Consumer Cyclical","Apparel Manufacturing","USA",7443.31,84.14,19.05,2.58%,5558762
301,"LKQ","LKQ Corp","Consumer Cyclical","Auto Parts","USA",7538.20,10.93,29.45,2.01%,2617614
302,"QS","QuantumScape Corp","Consumer Cyclical","Auto Parts","USA",7546.44,,12.55,-3.24%,13990830
303,"ALSN","Allison Transmission Holdings Inc","Consumer Cyclical","Auto Parts","USA",7701.99,11.33,92.54,2.31%,1267874
304,"AN","Autonation Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",7773.12,12.70,215.92,0.37%,224859
305,"CHDN","Churchill Downs, Inc","Consumer Cyclical","Gambling","USA",7843.79,20.50,112.49,-0.69%,678746
306,"VFS","VinFast Auto Ltd","Consumer Cyclical","Auto Manufacturers","Vietnam",7858.41,,3.36,-0.88%,251522
307,"LAD","Lithia Motors, Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",7963.47,9.50,328.39,1.04%,237299
308,"BIRK","Birkenstock Holding Plc","Consumer Cyclical","Footwear & Accessories","United Kingdom",8110.26,24.55,44.10,2.63%,1827210
309,"VIPS","Vipshop Holdings Ltd ADR","Consumer Cyclical","Internet Retail","China",8356.24,10.51,20.12,1.00%,2369166
310,"MOD","Modine Manufacturing Co","Consumer Cyclical","Auto Parts","USA",8574.87,47.08,162.87,1.85%,981363
311,"NCLH","Norwegian Cruise Line Holdings Ltd","Consumer Cyclical","Travel Services","USA",8613.47,14.41,18.92,0.64%,12754273
312,"LEVI","Levi Strauss & Co","Consumer Cyclical","Apparel Manufacturing","USA",8703.77,19.22,22.27,0.36%,1675990
313,"ALV","Autoliv Inc","Consumer Cyclical","Auto Parts","Sweden",8921.37,12.13,117.44,-0.71%,457728
314,"PLNT","Planet Fitness Inc","Consumer Cyclical","Leisure","USA",9252.87,45.40,111.08,1.54%,1131218
315,"BWA","BorgWarner Inc","Consumer Cyclical","Auto Parts","USA",9263.09,69.38,43.30,-0.21%,1953882
316,"MBLY","Mobileye Global Inc","Consumer Cyclical","Auto Parts","Israel",9521.16,,11.70,-1.10%,3814720
317,"FIVE","Five Below Inc","Consumer Cyclical","Specialty Retail","USA",9551.19,31.10,173.20,2.84%,2196071
318,"BROS","Dutch Bros Inc","Consumer Cyclical","Restaurants","USA",9613.04,117.40,58.43,-4.04%,3690485
319,"NIO","NIO Inc ADR","Consumer Cyclical","Auto Manufacturers","China",9795.64,,5.04,0.60%,36110785
320,"MGM","MGM Resorts International","Consumer Cyclical","Resorts & Casinos","USA",9865.38,226.43,36.07,1.92%,6642350
321,"GAP","Gap, Inc","Consumer Cyclical","Apparel Retail","USA",9878.24,11.90,26.56,0.19%,6518276
322,"GME","Gamestop Corporation","Consumer Cyclical","Specialty Retail","USA",10301.90,31.44,23.00,0.22%,5688195
323,"SCI","Service Corp. International","Consumer Cyclical","Personal Services","USA",10639.77,20.47,75.90,-0.16%,1014160
324,"PAG","Penske Automotive Group Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",10862.05,11.62,164.93,0.80%,211015
325,"GIL","Gildan Activewear Inc","Consumer Cyclical","Apparel Manufacturing","Canada",10885.56,18.76,58.79,0.79%,1708776
326,"TXRH","Texas Roadhouse Inc","Consumer Cyclical","Restaurants","USA",10998.11,25.40,166.27,-0.51%,867218
327,"CCK","Crown Holdings, Inc","Consumer Cyclical","Packaging & Containers","USA",11298.33,12.12,97.95,-0.54%,1014629
328,"HAS","Hasbro, Inc","Consumer Cyclical","Leisure","USA",11381.33,,81.10,-0.92%,1097467
329,"CART","Maplebear Inc","Consumer Cyclical","Internet Retail","USA",11598.71,24.26,44.18,2.43%,3358423
330,"W","Wayfair Inc","Consumer Cyclical","Internet Retail","USA",12409.49,,95.21,0.74%,2339729
331,"WYNN","Wynn Resorts Ltd","Consumer Cyclical","Resorts & Casinos","USA",13049.84,27.68,125.51,-0.17%,856087
332,"BALL","Ball Corp","Consumer Cyclical","Packaging & Containers","USA",13139.41,18.34,49.03,0.37%,2783702
333,"TOL","Toll Brothers Inc","Consumer Cyclical","Residential Construction","USA",13391.45,10.21,138.94,-1.50%,1043244
334,"MGA","Magna International Inc","Consumer Cyclical","Auto Parts","Canada",13817.14,13.41,49.03,0.16%,1017161
335,"AVY","Avery Dennison Corp","Consumer Cyclical","Packaging & Containers","USA",13861.38,20.37,179.33,2.50%,1194827
336,"CHWY","Chewy Inc","Consumer Cyclical","Internet Retail","USA",13884.02,94.44,33.47,0.54%,5979647
337,"DPZ","Dominos Pizza Inc","Consumer Cyclical","Restaurants","USA",14074.98,24.34,416.55,-2.46%,751055
338,"DECK","Deckers Outdoor Corp","Consumer Cyclical","Footwear & Accessories","USA",14530.76,14.79,99.70,3.58%,4560830
339,"HTHT","H World Group Limited ADR","Consumer Cyclical","Lodging","China",14557.77,27.44,47.90,1.48%,1045397
340,"LI","Li Auto Inc ADR","Consumer Cyclical","Auto Manufacturers","China",14799.10,29.80,17.80,1.19%,3476352
341,"H","Hyatt Hotels Corporation","Consumer Cyclical","Lodging","USA",14814.18,,156.00,-0.42%,668792
342,"SN","SharkNinja Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",15291.82,26.75,108.34,1.86%,1397159
343,"XPEV","XPeng Inc ADR","Consumer Cyclical","Auto Manufacturers","China",15573.20,,20.00,2.56%,6238018
344,"BBY","Best Buy Co. Inc","Consumer Cyclical","Specialty Retail","USA",15583.21,24.49,74.17,0.15%,3977721
345,"ONON","On Holding AG","Consumer Cyclical","Footwear & Accessories","Switzerland",15719.61,60.62,48.14,3.50%,5855051
346,"APTV","Aptiv PLC","Consumer Cyclical","Auto Parts","Switzerland",16501.98,60.64,76.37,-0.09%,1809042
347,"YUMC","Yum China Holdings Inc","Consumer Cyclical","Restaurants","China",16708.41,19.16,46.23,-0.79%,2296198
348,"BURL","Burlington Stores Inc","Consumer Cyclical","Apparel Retail","USA",17102.30,31.21,271.78,5.80%,1863297
